person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_label,loan_id,rate_was_missing,int_rate_filling,income_band,age_band,person_emp_length_band,loan_to_income_band
26,54000,RENT,7,DEBT CONSOLIDATION,D,25000,14.83,1,0.46,Yes,2,Default,162,0,14.83,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
23,14000,OWN,2,DEBT CONSOLIDATION,D,4000,,1,0.29,No,3,Default,163,1,15.31,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
24,200000,RENT,8,MEDICAL,B,12000,12.69,0,0.06,No,2,Non Default,164,0,12.69,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
24,200000,MORTGAGE,8,HOME IMPROVEMENT,C,12000,13.49,0,0.06,No,2,Non Default,165,0,13.49,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
21,200000,MORTGAGE,5,EDUCATION,C,16000,14.65,0,0.08,No,4,Non Default,166,0,14.65,6. 150k+,1. Under 25,4. 3-5yrs,1. 0-10%
25,54000,RENT,3,HOME IMPROVEMENT,E,25000,16.82,1,0.46,No,4,Default,167,0,16.82,3. 50k-75k,2. 25-29,4. 3-5yrs,4. 30-40%
23,60000,RENT,3,PERSONAL,C,25000,12.73,1,0.42,No,3,Default,168,0,12.73,3. 50k-75k,1. Under 25,4. 3-5yrs,4. 30-40%
23,60000,RENT,7,PERSONAL,B,25000,10.25,1,0.42,No,4,Default,169,0,10.25,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
21,60000,RENT,6,EDUCATION,B,25000,10.99,1,0.42,No,4,Default,170,0,10.99,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
25,61959,RENT,9,MEDICAL,C,25000,12.73,1,0.4,No,2,Default,171,0,12.73,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
22,56400,RENT,2,HOME IMPROVEMENT,D,25000,14.96,1,0.44,Yes,3,Default,172,0,14.96,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
23,200000,MORTGAGE,7,EDUCATION,A,28000,,0,0.14,No,2,Non Default,173,1,7.49,6. 150k+,1. Under 25,5. 6-9 yrs,2. 10-20%
21,200000,MORTGAGE,2,DEBT CONSOLIDATION,C,25000,13.99,0,0.13,No,2,Non Default,174,0,13.99,6. 150k+,1. Under 25,3. 1-2 yrs,2. 10-20%
24,200000,MORTGAGE,3,VENTURE,A,24000,7.49,0,0.12,No,4,Non Default,175,0,7.49,6. 150k+,1. Under 25,4. 3-5yrs,2. 10-20%
26,200000,MORTGAGE,4,EDUCATION,C,15000,14.79,0,0.07,No,3,Non Default,176,0,14.79,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
25,200000,MORTGAGE,2,DEBT CONSOLIDATION,B,15500,11.99,0,0.08,No,2,Non Default,177,0,11.99,6. 150k+,2. 25-29,3. 1-2 yrs,1. 0-10%
24,200000,RENT,8,EDUCATION,A,10000,8.49,0,0.05,No,4,Non Default,178,0,8.49,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
24,66000,RENT,3,EDUCATION,B,25000,9.91,1,0.38,No,2,Default,179,0,9.91,3. 50k-75k,1. Under 25,4. 3-5yrs,4. 30-40%
22,66000,RENT,6,EDUCATION,C,25000,13.06,1,0.38,Yes,3,Default,180,0,13.06,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
22,200000,MORTGAGE,6,DEBT CONSOLIDATION,A,9000,6.17,0,0.04,No,4,Non Default,181,0,6.17,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
25,200000,RENT,5,EDUCATION,D,18000,16.32,0,0.09,No,3,Non Default,182,0,16.32,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
25,200000,MORTGAGE,2,VENTURE,B,12000,10.38,0,0.06,No,2,Non Default,183,0,10.38,6. 150k+,2. 25-29,3. 1-2 yrs,1. 0-10%
25,200000,MORTGAGE,9,PERSONAL,C,23050,14.35,0,0.12,No,3,Non Default,184,0,14.35,6. 150k+,2. 25-29,5. 6-9 yrs,2. 10-20%
24,200000,MORTGAGE,8,DEBT CONSOLIDATION,B,20000,,0,0.1,No,3,Non Default,185,1,10.99,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
24,60000,RENT,2,DEBT CONSOLIDATION,E,25000,,1,0.42,Yes,2,Default,186,1,16.82,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
21,14400,OWN,0,HOME IMPROVEMENT,B,3000,,1,0.21,No,4,Default,187,1,10.99,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
26,66996,RENT,10,PERSONAL,D,25000,15.21,1,0.37,Yes,2,Default,188,0,15.21,3. 50k-75k,2. 25-29,6. 10+,4. 30-40%
23,67000,RENT,3,EDUCATION,A,25000,7.9,1,0.37,No,4,Default,189,0,7.9,3. 50k-75k,1. Under 25,4. 3-5yrs,4. 30-40%
24,67000,RENT,2,VENTURE,B,25000,10.99,1,0.37,No,3,Default,190,0,10.99,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
24,68000,RENT,5,PERSONAL,D,25000,14.09,1,0.37,Yes,3,Default,191,0,14.09,3. 50k-75k,1. Under 25,4. 3-5yrs,4. 30-40%
25,69000,RENT,9,PERSONAL,D,25000,17.49,1,0.36,No,2,Default,192,0,17.49,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
25,200000,MORTGAGE,0,EDUCATION,B,12000,11.48,0,0.06,No,3,Non Default,193,0,11.48,6. 150k+,2. 25-29,2. Under 1 yrs,1. 0-10%
26,188000,MORTGAGE,10,VENTURE,E,20000,17.74,1,0.11,No,2,Default,194,0,17.74,6. 150k+,2. 25-29,6. 10+,2. 10-20%
26,200000,MORTGAGE,4,PERSONAL,C,3000,13.92,0,0.01,No,3,Non Default,195,0,13.92,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
25,69996,RENT,9,EDUCATION,D,25000,15.21,1,0.36,No,3,Default,196,0,15.21,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
22,14400,OWN,2,MEDICAL,B,4000,10.99,1,0.28,No,3,Default,197,0,10.99,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
24,70000,RENT,3,EDUCATION,B,25000,11.86,1,0.36,No,4,Default,198,0,11.86,3. 50k-75k,1. Under 25,4. 3-5yrs,4. 30-40%
24,14400,OWN,5,PERSONAL,A,6000,7.49,1,0.42,No,3,Default,199,0,7.49,1. Under 30,1. Under 25,4. 3-5yrs,4. 30-40%
24,56100,RENT,7,MEDICAL,D,25000,16.49,1,0.38,No,4,Default,200,0,16.49,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
25,66000,RENT,9,VENTURE,D,25000,15.33,1,0.38,Yes,2,Default,201,0,15.33,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
26,66000,RENT,3,HOME IMPROVEMENT,B,25000,11.58,1,0.38,No,4,Default,202,0,11.58,3. 50k-75k,2. 25-29,4. 3-5yrs,4. 30-40%
25,14400,OWN,7,EDUCATION,A,5375,5.79,1,0.37,No,2,Default,203,0,5.79,1. Under 30,2. 25-29,5. 6-9 yrs,4. 30-40%
25,72612,RENT,9,MEDICAL,C,25000,13.11,1,0.34,No,2,Default,204,0,13.11,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
23,74000,RENT,3,MEDICAL,B,25000,10.36,1,0.34,No,3,Default,205,0,10.36,3. 50k-75k,1. Under 25,4. 3-5yrs,4. 30-40%
25,75000,RENT,9,DEBT CONSOLIDATION,B,25000,10.36,1,0.33,No,2,Default,206,0,10.36,4. 75k-100k,2. 25-29,5. 6-9 yrs,4. 30-40%
24,192000,RENT,0,MEDICAL,C,22000,,0,0.11,Yes,2,Non Default,207,1,13.48,6. 150k+,1. Under 25,2. Under 1 yrs,2. 10-20%
25,191000,MORTGAGE,1,MEDICAL,B,10000,12.53,0,0.05,No,4,Non Default,209,0,12.53,6. 150k+,2. 25-29,3. 1-2 yrs,1. 0-10%
26,190300,MORTGAGE,5,PERSONAL,A,15000,,0,0.08,No,3,Non Default,210,1,7.49,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
22,190000,MORTGAGE,3,VENTURE,C,10000,,0,0.05,No,3,Non Default,211,1,13.48,6. 150k+,1. Under 25,4. 3-5yrs,1. 0-10%
24,75000,RENT,4,EDUCATION,B,25000,10.25,1,0.33,No,4,Default,212,0,10.25,4. 75k-100k,1. Under 25,4. 3-5yrs,4. 30-40%
22,71000,RENT,1,EDUCATION,D,25000,15.95,1,0.35,Yes,4,Default,213,0,15.95,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
26,190000,MORTGAGE,3,VENTURE,B,20000,12.18,0,0.11,No,4,Non Default,214,0,12.18,6. 150k+,2. 25-29,4. 3-5yrs,2. 10-20%
23,189996,OWN,0,PERSONAL,B,24000,11.83,0,0.13,No,3,Non Default,215,0,11.83,6. 150k+,1. Under 25,2. Under 1 yrs,2. 10-20%
23,78000,RENT,7,DEBT CONSOLIDATION,C,25000,,1,0.32,Yes,2,Default,216,1,13.48,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
23,78000,RENT,1,VENTURE,B,25000,10.62,1,0.32,No,3,Default,217,0,10.62,4. 75k-100k,1. Under 25,3. 1-2 yrs,4. 30-40%
23,78504,RENT,7,VENTURE,B,25000,10.74,1,0.32,No,3,Default,218,0,10.74,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
25,186000,OWN,9,VENTURE,B,10000,10.25,0,0.05,No,4,Non Default,219,0,10.25,6. 150k+,2. 25-29,5. 6-9 yrs,1. 0-10%
24,185000,MORTGAGE,,EDUCATION,B,35000,12.42,0,0.19,No,2,Non Default,220,0,12.42,6. 150k+,1. Under 25,1. Unknown,2. 10-20%
25,185000,RENT,6,VENTURE,C,15000,15.27,0,0.08,No,2,Non Default,221,0,15.27,6. 150k+,2. 25-29,5. 6-9 yrs,1. 0-10%
24,62050,RENT,8,MEDICAL,D,25000,15.33,1,0.34,Yes,2,Default,222,0,15.33,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
23,79416,RENT,7,VENTURE,D,25000,15.21,1,0.31,Yes,2,Default,223,0,15.21,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
21,14400,OWN,4,VENTURE,C,6250,14.72,1,0.43,No,2,Default,224,0,14.72,1. Under 30,1. Under 25,4. 3-5yrs,4. 30-40%
24,79631,RENT,8,PERSONAL,D,25000,15.7,1,0.31,Yes,2,Default,225,0,15.7,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
24,79632,RENT,0,EDUCATION,C,25000,13.35,1,0.31,No,4,Default,226,0,13.35,4. 75k-100k,1. Under 25,2. Under 1 yrs,4. 30-40%
21,14400,MORTGAGE,0,MEDICAL,C,1500,,0,0.1,No,4,Non Default,227,1,13.48,1. Under 30,1. Under 25,2. Under 1 yrs,1. 0-10%
24,80000,RENT,6,EDUCATION,A,25000,6.62,1,0.31,No,2,Default,228,0,6.62,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
26,80000,RENT,5,DEBT CONSOLIDATION,C,25000,13.61,1,0.31,No,4,Default,229,0,13.61,4. 75k-100k,2. 25-29,4. 3-5yrs,4. 30-40%
22,185000,RENT,4,MEDICAL,B,25000,11.36,0,0.14,No,2,Non Default,230,0,11.36,6. 150k+,1. Under 25,4. 3-5yrs,2. 10-20%
26,185000,OWN,10,PERSONAL,A,5000,7.68,0,0.03,No,2,Non Default,231,0,7.68,6. 150k+,2. 25-29,6. 10+,1. 0-10%
24,184992,RENT,7,HOME IMPROVEMENT,D,22000,14.46,0,0.12,Yes,4,Non Default,232,0,14.46,6. 150k+,1. Under 25,5. 6-9 yrs,2. 10-20%
23,184000,OWN,5,EDUCATION,B,2500,11.83,0,0.01,No,2,Non Default,233,0,11.83,6. 150k+,1. Under 25,4. 3-5yrs,1. 0-10%
24,172000,MORTGAGE,6,DEBT CONSOLIDATION,C,20000,13.47,1,0.12,Yes,4,Default,234,0,13.47,6. 150k+,1. Under 25,5. 6-9 yrs,2. 10-20%
24,183000,MORTGAGE,2,MEDICAL,B,20000,11.49,0,0.11,No,3,Non Default,235,0,11.49,6. 150k+,1. Under 25,3. 1-2 yrs,2. 10-20%
22,183000,MORTGAGE,3,EDUCATION,A,1000,,0,0.01,No,2,Non Default,236,1,7.49,6. 150k+,1. Under 25,4. 3-5yrs,1. 0-10%
25,182952,MORTGAGE,9,PERSONAL,A,15000,6.03,0,0.08,No,3,Non Default,237,0,6.03,6. 150k+,2. 25-29,5. 6-9 yrs,1. 0-10%
23,74004,RENT,7,DEBT CONSOLIDATION,E,25000,16.35,1,0.34,No,4,Default,238,0,16.35,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
26,74004,RENT,10,DEBT CONSOLIDATION,D,25000,,1,0.34,Yes,4,Default,239,1,15.31,3. 50k-75k,2. 25-29,6. 10+,4. 30-40%
25,81000,RENT,5,DEBT CONSOLIDATION,A,25000,7.29,1,0.31,No,3,Default,240,0,7.29,4. 75k-100k,2. 25-29,4. 3-5yrs,4. 30-40%
23,81600,RENT,1,MEDICAL,B,25000,11.36,1,0.31,No,3,Default,241,0,11.36,4. 75k-100k,1. Under 25,3. 1-2 yrs,4. 30-40%
24,82000,RENT,8,VENTURE,B,25000,10.25,0,0.3,No,2,Non Default,242,0,10.25,4. 75k-100k,1. Under 25,5. 6-9 yrs,3. 20-30%
24,83000,RENT,5,EDUCATION,B,25000,11.12,0,0.3,No,3,Non Default,243,0,11.12,4. 75k-100k,1. Under 25,4. 3-5yrs,3. 20-30%
24,83000,RENT,5,PERSONAL,D,25000,12.92,0,0.3,Yes,3,Non Default,244,0,12.92,4. 75k-100k,1. Under 25,4. 3-5yrs,3. 20-30%
24,180000,RENT,8,EDUCATION,E,18000,18.64,0,0.1,Yes,4,Non Default,245,0,18.64,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
23,180000,MORTGAGE,8,PERSONAL,A,28000,7.51,0,0.16,No,3,Non Default,246,0,7.51,6. 150k+,1. Under 25,5. 6-9 yrs,2. 10-20%
23,14400,OWN,2,HOME IMPROVEMENT,E,4000,16.7,1,0.28,No,2,Default,247,0,16.7,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
22,14400,OWN,0,PERSONAL,B,2100,11.14,0,0.15,No,4,Non Default,248,0,11.14,1. Under 30,1. Under 25,2. Under 1 yrs,2. 10-20%
22,84500,RENT,6,PERSONAL,F,25000,18.3,0,0.3,No,4,Non Default,249,0,18.3,4. 75k-100k,1. Under 25,5. 6-9 yrs,3. 20-30%
24,85000,RENT,5,MEDICAL,B,25000,10.62,0,0.29,No,4,Non Default,250,0,10.62,4. 75k-100k,1. Under 25,4. 3-5yrs,3. 20-30%
24,180000,MORTGAGE,7,VENTURE,B,14000,11.99,0,0.08,No,2,Non Default,251,0,11.99,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
26,180000,MORTGAGE,2,VENTURE,B,12000,9.63,0,0.07,No,4,Non Default,252,0,9.63,6. 150k+,2. 25-29,3. 1-2 yrs,1. 0-10%
25,142800,MORTGAGE,9,MEDICAL,F,10000,18.25,1,0.06,No,4,Default,253,0,18.25,5. 100k-150k,2. 25-29,5. 6-9 yrs,1. 0-10%
23,14664,MORTGAGE,0,DEBT CONSOLIDATION,C,6000,,1,0.41,No,4,Default,254,1,13.48,1. Under 30,1. Under 25,2. Under 1 yrs,4. 30-40%
24,87000,RENT,8,HOME IMPROVEMENT,D,25000,14.84,0,0.29,No,3,Non Default,255,0,14.84,4. 75k-100k,1. Under 25,5. 6-9 yrs,3. 20-30%
24,75000,RENT,0,VENTURE,E,25000,14.7,1,0.33,Yes,3,Default,256,0,14.7,4. 75k-100k,1. Under 25,2. Under 1 yrs,4. 30-40%
23,76000,RENT,7,DEBT CONSOLIDATION,D,25000,16.02,1,0.33,No,4,Default,257,0,16.02,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
23,66215,RENT,1,MEDICAL,D,25000,15.37,1,0.32,Yes,2,Default,258,0,15.37,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
25,90000,RENT,9,MEDICAL,B,25000,10.99,0,0.28,No,4,Non Default,259,0,10.99,4. 75k-100k,2. 25-29,5. 6-9 yrs,3. 20-30%
21,15000,OWN,0,HOME IMPROVEMENT,A,6200,7.9,1,0.41,No,2,Default,260,0,7.9,1. Under 30,1. Under 25,2. Under 1 yrs,4. 30-40%
26,180000,OWN,2,PERSONAL,B,25000,10.99,0,0.14,No,4,Non Default,261,0,10.99,6. 150k+,2. 25-29,3. 1-2 yrs,2. 10-20%
24,180000,OWN,8,EDUCATION,B,21000,11.48,0,0.12,No,3,Non Default,262,0,11.48,6. 150k+,1. Under 25,5. 6-9 yrs,2. 10-20%
25,180000,OWN,9,MEDICAL,C,20000,14.26,0,0.11,Yes,4,Non Default,263,0,14.26,6. 150k+,2. 25-29,5. 6-9 yrs,2. 10-20%
26,180000,OWN,0,HOME IMPROVEMENT,A,10000,8,0,0.06,No,4,Non Default,264,0,8,6. 150k+,2. 25-29,2. Under 1 yrs,1. 0-10%
25,180000,MORTGAGE,3,VENTURE,B,9950,11.26,0,0.06,No,2,Non Default,265,0,11.26,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
23,15000,OWN,7,MEDICAL,B,4475,,1,0.3,No,4,Default,266,1,10.99,1. Under 30,1. Under 25,5. 6-9 yrs,3. 20-30%
23,78000,RENT,2,VENTURE,D,25000,16.32,1,0.32,Yes,3,Default,267,0,16.32,4. 75k-100k,1. Under 25,3. 1-2 yrs,4. 30-40%
25,66300,RENT,3,MEDICAL,E,25000,17.93,1,0.32,Yes,4,Default,268,0,17.93,3. 50k-75k,2. 25-29,4. 3-5yrs,4. 30-40%
23,90000,RENT,0,DEBT CONSOLIDATION,B,25000,11.36,0,0.28,No,3,Non Default,269,0,11.36,4. 75k-100k,1. Under 25,2. Under 1 yrs,3. 20-30%
24,79000,RENT,9,DEBT CONSOLIDATION,D,25000,14.96,1,0.32,Yes,4,Default,270,0,14.96,4. 75k-100k,1. Under 25,5. 6-9 yrs,4. 30-40%
24,91800,RENT,4,PERSONAL,C,25000,13.43,0,0.27,Yes,3,Non Default,271,0,13.43,4. 75k-100k,1. Under 25,4. 3-5yrs,3. 20-30%
25,92000,RENT,6,HOME IMPROVEMENT,B,25000,12.69,0,0.27,No,3,Non Default,272,0,12.69,4. 75k-100k,2. 25-29,5. 6-9 yrs,3. 20-30%
24,92000,RENT,1,VENTURE,C,25000,12.73,0,0.27,Yes,4,Non Default,273,0,12.73,4. 75k-100k,1. Under 25,3. 1-2 yrs,3. 20-30%
23,93600,RENT,3,VENTURE,D,25000,15.21,0,0.27,No,4,Non Default,274,0,15.21,4. 75k-100k,1. Under 25,4. 3-5yrs,3. 20-30%
23,15000,MORTGAGE,1,MEDICAL,C,1750,12.68,0,0.12,Yes,3,Non Default,275,0,12.68,1. Under 30,1. Under 25,3. 1-2 yrs,2. 10-20%
23,70550,RENT,3,MEDICAL,F,25000,19.04,1,0.3,Yes,4,Default,276,0,19.04,3. 50k-75k,1. Under 25,4. 3-5yrs,3. 20-30%
25,83800,RENT,2,DEBT CONSOLIDATION,D,25000,15.95,1,0.3,Yes,3,Default,277,0,15.95,4. 75k-100k,2. 25-29,3. 1-2 yrs,3. 20-30%
26,175000,MORTGAGE,3,VENTURE,A,2600,8.9,0,0.01,No,4,Non Default,278,0,8.9,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
25,175000,MORTGAGE,10,HOME IMPROVEMENT,A,8000,7.9,0,0.05,No,2,Non Default,279,0,7.9,6. 150k+,2. 25-29,6. 10+,1. 0-10%
22,175000,MORTGAGE,6,EDUCATION,B,18000,,0,0.1,No,2,Non Default,280,1,10.99,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
23,175000,MORTGAGE,8,PERSONAL,B,21000,11.99,0,0.12,No,3,Non Default,281,0,11.99,6. 150k+,1. Under 25,5. 6-9 yrs,2. 10-20%
23,15000,OWN,4,DEBT CONSOLIDATION,C,4000,13.98,1,0.27,No,4,Default,282,0,13.98,1. Under 30,1. Under 25,4. 3-5yrs,3. 20-30%
23,15000,OWN,4,VENTURE,B,4600,10.99,1,0.31,No,2,Default,283,0,10.99,1. Under 30,1. Under 25,4. 3-5yrs,4. 30-40%
22,88000,RENT,6,DEBT CONSOLIDATION,D,25000,15.58,1,0.28,Yes,2,Default,284,0,15.58,4. 75k-100k,1. Under 25,5. 6-9 yrs,3. 20-30%
25,74800,RENT,2,MEDICAL,B,25000,10.99,1,0.28,No,2,Default,285,0,10.99,3. 50k-75k,2. 25-29,3. 1-2 yrs,3. 20-30%
25,88000,RENT,0,VENTURE,D,25000,14.96,1,0.28,No,4,Default,286,0,14.96,4. 75k-100k,2. 25-29,2. Under 1 yrs,3. 20-30%
25,15000,OWN,2,HOME IMPROVEMENT,D,1750,15.31,0,0.12,Yes,4,Non Default,287,0,15.31,1. Under 30,2. 25-29,3. 1-2 yrs,2. 10-20%
26,88000,RENT,2,VENTURE,D,25000,15.65,1,0.28,No,3,Default,288,0,15.65,4. 75k-100k,2. 25-29,3. 1-2 yrs,3. 20-30%
25,100000,RENT,1,VENTURE,B,25000,9.33,0,0.25,No,4,Non Default,289,0,9.33,5. 100k-150k,2. 25-29,3. 1-2 yrs,3. 20-30%
23,15000,MORTGAGE,0,PERSONAL,C,3600,13.47,1,0.24,No,4,Default,290,0,13.47,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
24,102400,RENT,8,PERSONAL,B,25000,10.36,0,0.24,No,3,Non Default,291,0,10.36,5. 100k-150k,1. Under 25,5. 6-9 yrs,3. 20-30%
24,92000,RENT,1,HOME IMPROVEMENT,E,25000,16.77,1,0.27,Yes,4,Default,292,0,16.77,4. 75k-100k,1. Under 25,3. 1-2 yrs,3. 20-30%
23,93000,RENT,0,DEBT CONSOLIDATION,D,25000,14.59,1,0.27,Yes,2,Default,293,0,14.59,4. 75k-100k,1. Under 25,2. Under 1 yrs,3. 20-30%
22,175000,RENT,6,VENTURE,C,3500,11.91,0,0.02,Yes,2,Non Default,294,0,11.91,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
23,175000,MORTGAGE,3,EDUCATION,A,7200,8.38,0,0.04,No,3,Non Default,295,0,8.38,6. 150k+,1. Under 25,4. 3-5yrs,1. 0-10%
25,174708,RENT,9,VENTURE,B,9000,10.59,0,0.05,No,3,Non Default,296,0,10.59,6. 150k+,2. 25-29,5. 6-9 yrs,1. 0-10%
25,174000,MORTGAGE,2,DEBT CONSOLIDATION,C,8800,14.27,0,0.05,No,3,Non Default,297,0,14.27,6. 150k+,2. 25-29,3. 1-2 yrs,1. 0-10%
26,174000,RENT,8,DEBT CONSOLIDATION,B,12000,12.53,0,0.07,No,4,Non Default,298,0,12.53,6. 150k+,2. 25-29,5. 6-9 yrs,1. 0-10%
25,162000,MORTGAGE,5,DEBT CONSOLIDATION,E,25000,16,1,0.15,Yes,3,Default,299,0,16,6. 150k+,2. 25-29,4. 3-5yrs,2. 10-20%
26,173467,MORTGAGE,10,VENTURE,B,10000,11.71,0,0.06,No,4,Non Default,300,0,11.71,6. 150k+,2. 25-29,6. 10+,1. 0-10%
21,15000,OWN,0,HOME IMPROVEMENT,C,3175,11.54,1,0.21,Yes,3,Default,301,0,11.54,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
25,96000,RENT,2,HOME IMPROVEMENT,E,25000,15.68,1,0.26,Yes,4,Default,302,0,15.68,4. 75k-100k,2. 25-29,3. 1-2 yrs,3. 20-30%
21,15120,MORTGAGE,0,EDUCATION,B,1500,10.59,0,0.1,No,2,Non Default,303,0,10.59,1. Under 30,1. Under 25,2. Under 1 yrs,1. 0-10%
24,97908,RENT,8,HOME IMPROVEMENT,D,25000,12.61,1,0.26,Yes,2,Default,304,0,12.61,4. 75k-100k,1. Under 25,5. 6-9 yrs,3. 20-30%
26,110000,RENT,3,PERSONAL,C,25000,,0,0.23,Yes,2,Non Default,305,1,13.48,5. 100k-150k,2. 25-29,4. 3-5yrs,3. 20-30%
23,15204,MORTGAGE,7,PERSONAL,A,2800,8.49,1,0.18,No,3,Default,306,0,8.49,1. Under 30,1. Under 25,5. 6-9 yrs,2. 10-20%
25,159600,RENT,0,PERSONAL,D,30000,17.27,1,0.19,Yes,4,Default,307,0,17.27,6. 150k+,2. 25-29,2. Under 1 yrs,2. 10-20%
24,171500,RENT,6,DEBT CONSOLIDATION,A,18000,8.9,0,0.1,No,4,Non Default,308,0,8.9,6. 150k+,1. Under 25,5. 6-9 yrs,1. 0-10%
25,170004,MORTGAGE,3,MEDICAL,B,10000,11.11,0,0.06,No,4,Non Default,309,0,11.11,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
24,158004,RENT,0,HOME IMPROVEMENT,D,25000,14.59,1,0.16,Yes,2,Default,310,0,14.59,6. 150k+,1. Under 25,2. Under 1 yrs,2. 10-20%
26,170000,RENT,0,VENTURE,B,13000,12.42,0,0.08,No,3,Non Default,311,0,12.42,6. 150k+,2. 25-29,2. Under 1 yrs,1. 0-10%
24,83300,RENT,0,MEDICAL,D,25000,,1,0.26,No,2,Default,312,1,15.31,4. 75k-100k,1. Under 25,2. Under 1 yrs,3. 20-30%
24,110000,RENT,7,HOME IMPROVEMENT,D,25000,15.7,0,0.23,Yes,2,Non Default,313,0,15.7,5. 100k-150k,1. Under 25,5. 6-9 yrs,3. 20-30%
22,15360,OWN,7,HOME IMPROVEMENT,B,2500,12.53,1,0.16,No,3,Default,314,0,12.53,1. Under 30,1. Under 25,5. 6-9 yrs,2. 10-20%
25,134300,RENT,3,MEDICAL,D,5000,16.49,1,0.03,No,2,Default,315,0,16.49,5. 100k-150k,2. 25-29,4. 3-5yrs,1. 0-10%
25,170000,MORTGAGE,2,EDUCATION,A,20000,7.49,0,0.12,No,2,Non Default,316,0,7.49,6. 150k+,2. 25-29,3. 1-2 yrs,2. 10-20%
22,100580,RENT,6,DEBT CONSOLIDATION,D,25000,14.96,1,0.25,Yes,2,Default,317,0,14.96,5. 100k-150k,1. Under 25,5. 6-9 yrs,3. 20-30%
25,113000,RENT,7,MEDICAL,C,25000,12.73,0,0.22,Yes,4,Non Default,318,0,12.73,5. 100k-150k,2. 25-29,5. 6-9 yrs,3. 20-30%
24,120000,RENT,8,EDUCATION,B,25000,10.65,0,0.21,No,4,Non Default,319,0,10.65,5. 100k-150k,1. Under 25,5. 6-9 yrs,3. 20-30%
25,120000,RENT,6,MEDICAL,B,25000,10.74,0,0.21,No,2,Non Default,320,0,10.74,5. 100k-150k,2. 25-29,5. 6-9 yrs,3. 20-30%
23,120000,RENT,7,EDUCATION,B,25000,9.99,0,0.21,No,2,Non Default,321,0,9.99,5. 100k-150k,1. Under 25,5. 6-9 yrs,3. 20-30%
24,91800,RENT,5,MEDICAL,D,25000,15.33,1,0.23,Yes,2,Default,322,0,15.33,4. 75k-100k,1. Under 25,4. 3-5yrs,3. 20-30%
21,15600,OWN,5,VENTURE,A,1000,7.29,0,0.06,No,4,Non Default,323,0,7.29,1. Under 30,1. Under 25,4. 3-5yrs,1. 0-10%
26,108000,RENT,2,PERSONAL,D,25000,15.05,1,0.23,No,3,Default,324,0,15.05,5. 100k-150k,2. 25-29,3. 1-2 yrs,3. 20-30%
